|PK|NOMBRE|DESCRIPCION-ENTIDAD|HORARIO|EQUIPAMIENTO|TRANSPORTE|DESCRIPCION|ACCESIBILIDAD|CONTENT-URL|NOMBRE-VIA|CLASE-VIAL|TIPO-NUM|NUM|PLANTA|PUERTA|ESCALERAS|ORIENTACION|LOCALIDAD|PROVINCIA|CODIGO-POSTAL|COD-BARRIO|BARRIO|COD-DISTRITO|DISTRITO|COORDENADA-X|COORDENADA-Y|LATITUD|LONGITUD|TELEFONO|FAX|EMAIL|TIPO|Unnamed: 32|Longitude|Latitude
20|9095|Centro de Especialidades Periférico Carabanchel||||Metro: Carabanchel Alto (línea 11).  Bus: 108, 118, 121, 131, 47.|Este Centro presta atención continuada como centro de continuidad de cuidados de enfermería de lunes a viernes de 21 a 8 horas y los sábados, domingos y festivos 24 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=63957a7e0a61c010VgnVCM1000000b205a0aRCRD|AGUACATE|CALLE|V|13.0|||||MADRID|MADRID|28044.0|6.0|BUENAVISTA|11.0|CARABANCHEL|436498.0|4469315.0|40.37199634931268|-3.7480000378228766|915 085 731 (información)|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.748005572618215|40.3719962223946
21|6869784|Centro de Especialidades Periférico Emigrantes||||Metro: Mar de Cristal (líneas 4 y 8).  Bus: 104, 171, T11, 153, 112, 125, 120, 172, 87.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=219b06517038d310VgnVCM2000000c205a0aRCRD|AREQUIPA|CALLE|V|30.0|3||||MADRID|MADRID|28043.0|3.0|CANILLAS|16.0|HORTALEZA|446052.0|4479973.0|40.46868326717708|-3.636375453452038|913 816 088|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.6363779270888785|40.46868289217019
22|136605|Centro de Especialidades Periférico Federica Montseny||||Metro: Miguel Hernández (línea 1).  Bus: 103, 142, 143, 54, 58, 144.  Bicimad: Estación 435 (calle San Claudio, 154).|Este centro presta atención continuada como centro de atención continuada médica de lunes a viernes de 21 a 8 horas y los sábados, domingos y festivos 24 horas.|3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3c215a11a81c010VgnVCM1000000b205a0aRCRD|ALBUFERA|AVENIDA|V|285.0|||||MADRID|MADRID|28038.0|4.0|PALOMERAS SURESTE|13.0|PUENTE DE VALLECAS|445702.0|4470966.0|40.3875260383175|-3.639733081570062|913 808 426 / 913 808 427|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.6397370292339644|40.38751988925774
23|9085|Centro de Especialidades Periférico Hermanos García Noblejas||||Metro: O'Donnell (línea 6).  Bus: C2, 143, 156, 2, 30, 56, 71, C1, E4, E5.  Bicimad: Estaciones 101 (calle Jorge Juan, 131) y 183 (calle Hermosilla, 135).|Este centro es dependiente del Hospital Universitario de La Princesa y se atienden los pacientes de forma ambulatoria en consulta externa de diferentes especialidades, así como tratamientos rehabilitadores, extracciones sanguíneas y otras técnicas diagnósticas y terapéuticas. Este Centro presta atención continuada como centro de continuidad de cuidados de enfermería sábados, domingos y festivos de 9 a 21 horas.|2|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88b57a7e0a61c010VgnVCM1000000b205a0aRCRD|DOCTOR ESQUERDO|CALLE|V|45.0|||||MADRID|MADRID|28028.0|3.0|FUENTE DEL BERRO|4.0|SALAMANCA|443287.0|4474984.0|40.42356377833375|-3.6685401963757833|915 742 187 / 915 742 389|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.6685467144152395|40.42355536120479
24|9082|Centro de Especialidades Periférico Hermanos Sangro (Peña Prieta)||||Metro: Puente de Vallecas (línea 1).  Bus: 113, 141, 8, 111, 58, 37, 56, 148, 10, 136, 24, 310, 54, 57.  Bicimad: Estación 179 (avenida de la Albufera, 6).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7267a7e0a61c010VgnVCM1000000b205a0aRCRD|PE&amp;Ntilde;A PRIETA|AVENIDA|V|4.0|||||MADRID|MADRID|28038.0|6.0|NUMANCIA|13.0|PUENTE DE VALLECAS|443268.0|4472210.0|40.3985687333031|-3.6685147772321054|915 515 456|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.66852333613572|40.39856435843223
25|40266|Centro de Especialidades Periférico José Marvá||||Metro: Valdeacederas (línea 1).  Bus: 124, 66, 49.  Bicimad: Estación 207 (Azucenas, 1).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d51598d1351c010VgnVCM1000000b205a0aRCRD|BRAVO MURILLO|CALLE|V|317.0|||||MADRID|MADRID|28020.0|5.0|VALDEACEDERAS|6.0|TETUAN|440930.0|4479429.0|40.46344087800072|-3.696735440115426|917 277 070|912 135 001||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.6967430347854866|40.463433894283845
26|9092|Centro de Especialidades Periférico Modesto Lafuente||||Metro: Alonso Cano (línea 7), Gregorio Marañón (líneas 7 y 10).  Bus: 5, 12, 45.  Bicimad: Estación 129 (calle José Abascal, 33).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bc57a7e0a61c010VgnVCM1000000b205a0aRCRD|MODESTO LAFUENTE|CALLE|V|21.0|||||MADRID|MADRID|28003.0|5.0|RIOS ROSAS|7.0|CHAMBERI|440951.0|4476834.0|40.44006683234167|-3.696248457967452|917 042 810|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.6962540318001014|40.440058509455014
27|9081|Centro de Especialidades Periférico Moratalaz||||Metro: Pavones (línea 9).  Bus: 20, 30, 32, 71, 8, 142, 140, 144, E4.  Bicimad: Estación 221 (calle Hacienda de Pavones, 342).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30f57a7e0a61c010VgnVCM1000000b205a0aRCRD|HACIENDA DE PAVONES|CALLE|V|348.0|||||MADRID|MADRID|28030.0|1.0|PAVONES|14.0|MORATALAZ|446215.0|4472330.0|40.399843479502536|-3.6338068101876804|917 733 141|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.633808436206607|40.39984094701698
28|9096|Centro de Especialidades Periférico Orcasitas||||Bus: 116, 121, 131, 6, 60, 78, 81.  Bicimad: Estación 386 (avenida de los Poblados, 130).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2067a7e0a61c010VgnVCM1000000b205a0aRCRD|CESTONA|CALLE|V|3.0|||||MADRID|MADRID|28041.0|1.0|ORCASITAS|12.0|USERA|439381.0|4469367.0|40.372685961590804|-3.714042983849146|913 415 262 (Admisión) / 913 417 266 (Atención al paciente)|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.714053515079792|40.372679318890064
29|9086|Centro de Especialidades Periférico Pedro González Bueno (San Blas)||||Metro: Simancas (línea 7), Alsacia (línea 2).  Bus: 38, 4, 48, 70, 109, 165, 167.  Bicimad: Estación 490 (Hermanos García Noblejas, 158).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d467a7e0a61c010VgnVCM1000000b205a0aRCRD|HERMANOS GARCIA NOBLEJAS|CALLE|V|89.0|||||MADRID|MADRID|28037.0|3.0|AMPOSTA|20.0|SAN BLAS-CANILLEJAS|446800.0|4474947.0|40.42346125430581|-3.627124346508539|913 040 760|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.627133946210153|40.42345408405232
30|9089|Centro de Especialidades Periférico Peña Grande||||Bus: 42, 64, 137.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=55167a7e0a61c010VgnVCM1000000b205a0aRCRD|ISLA DE CERDE&amp;Ntilde;A|CALLE|V|5.0|||||MADRID|MADRID|28035.0|3.0|PEÑA GRANDE|8.0|FUENCARRAL-EL PARDO|438516.0|4480719.0|40.47488586666812|-3.7253352703352354|917 277 070|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.7253395671057192|40.47487953241211
31|7559224|Centro de Especialidades Periférico Pontones FJD||||Metro: Puerta de Toledo (línea 5).  Bus: C2, 17, 41, C1, 148, 3, 18, 23, 35, 60, C03, 002.  Bicimad: Estación 45 (glorieta Puerta de Toledo, 1).  Aparcamiento: Puerta Toledo (64), glorieta Puerta de Toledo con vuelta a Capitán Salazar Martínez.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=697c1f93c06f6410VgnVCM2000000c205a0aRCRD|SEGOVIA|RONDA|V|52.0|||||MADRID|MADRID|28005.0|1.0|IMPERIAL|2.0|ARGANZUELA|439524.0|4473155.0|40.406817470702435|-3.7127181592022334|914 182 988|913 664 360||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.7127288459879506|40.40681389026751
32|10158869|Centro de Especialidades Periférico Vicente Soldevilla||||Bus: 24.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a64db04bcce97510VgnVCM2000001f4a900aRCRD|SIERRA DE ALQUIFE|CALLE|V|8.0|||||MADRID|MADRID|28053.0|2.0|SAN DIEGO|13.0|PUENTE DE VALLECAS|443383.0|4471142.0|40.38895989110383|-3.667067167943027|Información: 914 771 643 / 917 798 801 Citaciones: 914 789 899|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.667073325000885|40.38895102564308
33|9097|Centro de Especialidades Periférico Villaverde Cruce||||Metro: Villaverde Bajo - Cruce (línea 3).  Bus: 59, 79, 116, 130, 18, 22, 23.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22767a7e0a61c010VgnVCM1000000b205a0aRCRD|ALCARRIA|CALLE|V|4.0|||||MADRID|MADRID|28021.0|5.0|LOS ANGELES|17.0|VILLAVERDE|441042.0|4466784.0|40.34953244091507|-3.694239816260816|917 987 000|917 986 063 / 917 982 695||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosEspecialidadesMedicas| |-3.6942506174084464|40.34952931194369
34|163279|Centro de Patología Dual|Unidad hospitalaria de apoyo donde se realiza el abordaje terapéutico integral tanto de la psicopatología concomitante como de la conducta adictiva, en coordinación con el equipo del centro de atención.||Usuarios/usuarias: Pacientes con patología dual previamente diagnosticada o en los que se sospecha, para valoración, desintoxicación y/o estabilización.    Tiempo de estancia: Máximo 3 meses.|Metro: Arturo Soria, Avda de la Paz Bus: 9, 70, 72, 73, Bicicletas:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|El Centro de Patología Dual da respuesta a determinados perfiles cada vez más numerosos dentro de la población drogodependiente, aquellos que presentan un trastorno mental asociado a su problema de adicción. Este centro se concibe como una unidad hospitalaria de apoyo dónde se realiza el abordaje terapéutico integral tanto de la psicopatología concomitante como de la conducta adictiva, de pacientes que requieran un proceso de contención y estabilización intensivo de su patología a fin de poder facilitarles una buena evolución en el tratamiento, en coordinación con el equipo del centro de atención   CENTRO DE DÍA DE PATOLOGÍA DUAL    Ofrece una segunda etapa abierta, para los/las pacientes dados de alta de la Unidad de Patología Dual, en un contexto terapéutico de hospital de día, con las mismas características de entorno hospitalario e intervención intensiva que el dispositivo de ingreso. Conecta los dos enfoques clásicos: residencial y ambulatorio.|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2169475d381c010VgnVCM1000000b205a0aRCRD|LOPEZ DE HOYOS|CALLE|NUM|259.0||||DISPOSITIVO DE HOSPITALIZACION|MADRID|MADRID|28043.0|7.0|COLINA|15.0|CIUDAD LINEAL|443946.0|4478671.0|40.45680646874779|-3.6611039641981273|914 156 000|||/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosRehabilitacionPsicosocial| |-3.661104047309646|40.456814413810235
35|183742|Centro de Prevención de Deterioro Cognitivo|Su objetivo fundamental es el diagnóstico precoz y el tratamiento de las personas que tienen Deterioro Cognitivo Leve. Su orientación es preventiva y a esta prevención van dirigidas sus actividades. Para acceder a este servicio se deberá acudir previamente al Centro Municipal de Salud Comunitaria de su Distrito donde decidirán si procede su derivación al Centro de Prevención de Deterioro Cognitivo.|Antes de acudir, póngase en contacto telefónico con el centro   Horario de invierno   Lunes, miércoles y viernes de 9 a 14 horas Martes y jueves de 10 a 14 horas   Semana de San Isidro: 8:30 a 14 horas   Horario de verano    Del 15 de junio al 15 de septiembre: de 8:30 a 14 horas|Evaluación de la memoria y otras funciones cognitivas (lenguaje - orientación - atención - razonamiento...) Pruebas diagnósticas si son necesarias. Estimulación cognitiva es un grupo de actividades orientadas a mantener o mejorar las funciones cognitivas de las personas (por ejemplo, mejorar la memoria) y las habilidades necesarias para la vida diaria (por ejemplo, el manejo del dinero, comunicarse por teléfono, orientarse o no perderse en una ciudad, realizar las tareas domésticas, etc.). Información y orientación a las personas usuarias y a su familia sobre las características de la enfermedad que ha causado el deterioro cognitivo o de la memoria, cómo afrontarla, y qué recursos sociales y sanitarios hay disponibles.Para ello se realiza una sesión mensual en la que los/las profesionales del centro exponen todos estos aspectos y se resuelven las dudas que se puedan plantear. Educación para la salud sobre factores de riesgo y cómo prevenir el deterioro cognitivo. Investigación y docencia|Metro: Manuel Becerra (Líneas 2 y 6), Lista (Línea 4) Bus: C1, C2, 1, 2, 12, 15, 21, 26, 29, 30, 38, 43, 48, 53, 56, 61, 63, 120, 71, 74, 106, 110, 143, 146, 152, 210. Bicicletas:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.|Población a la que se dirige:   Personas mayores de 65 años para evaluar su memoria y detectar de forma precoz trastornos de memoria relacionadas con la edad  o Deterioro Cognitivo Leve. Familiares de los pacientes con Deterioro Cognitivo No son usuarios del centro: pacientes con alteración cognitiva por Traumatismo craneoencefálico, accidentes cerebrovasculares, cirugía de cerebro por cualquier causa, etc. Tampoco se realizan  intervención en los casos de demencia (Alzheimer u otras) o de personas que tengan  tratamiento para la demencia El Centro no realiza informes para dependencia, ni otros similares.   El Centro está formado por un equipo interdisciplinar de profesionales:   Neurología Neuropsicología Psiquiatría Psicología Medicina General Enfermería Trabajo Social Terapeuta Ocupacional Auxiliar Sanitario Administración|1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=492338d60b41c010VgnVCM2000000c205a0aRCRD|MONTESA|CALLE|V|22.0||||Edificio B|MADRID|MADRID|28006.0|5.0|LISTA|4.0|SALAMANCA|442986.0|4475588.0|40.428976927386806|-3.6721607026353884|"915 885 801              
915 885 810"||mspcognitiva@madrid.es|/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.6721489089580284|40.428975933502436
36|177645|Centro de Prevención de Riesgos Laborales Fabiola de Mora y Aragón||Consulta previa cita.|Sólo para personal del Ayuntamiento de Madrid.|Metro: Francos RodríguezBus: 64||1|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3f41c7a2c61c010VgnVCM1000000b205a0aRCRD|DEHESA DE LA VILLA|CARRETERA|V|1.0|||||MADRID|MADRID|28040.0|3.0|CIUDAD UNIVERSITARIA|9.0|MONCLOA-ARAVACA|438892.0|4478863.0|40.45817981904011|-3.7207253118064827|915 883 176 / 915 883 178|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosPrevencionEnfermedades| |-3.720725402457253|40.458187766670825
37|12020008|Centro de Rehabilitación Psicosocial San Enrique||Consultal telefónicamente.||Metro: Estrecho (línea 1).  Bus: 126, 124, 66.  Bicimad: Estación 155 (calle San Germán, 57).  Aparcamiento: Presidente Carmona (33), avenida Presidente Carmona.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=86de3f292ec48810VgnVCM1000001d4a900aRCRD|SAN ENRIQUE|CALLE|V|20.0|||||MADRID|MADRID|28020.0|2.0|CUATRO CAMINOS|6.0|TETUAN|440656.0|4478602.0|40.4559653753986|-3.699887357657457|915 794 723 / 915 794 711|914 794 711||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSaludMental| |-3.699897372411633|40.45596441283388
38|8984|Centro de Salud Abrantes|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Abrantes (línea 11).  Bus: 108, 47, 116, E1.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50677a7e0a61c010VgnVCM1000000b205a0aRCRD|ABRANTES|AVENIDA|V|55.0|||||MADRID|MADRID|28025.0|7.0|ABRANTES|11.0|CARABANCHEL|438251.0|4470308.0|40.381081043385464|-3.727450083546552|915 650 770|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.727454359747042|40.38107335773126
39|139416|Centro de Salud Adelfas|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Pacífico (líneas 1 y 6).  Bus: 310, 8, 136, 10, 156, 56, 141, 24, 37, 54, 57.  Bicimad: Estación 78 (calle Cerro de la Plata, 2).||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ce0ba61e681c010VgnVCM1000000b205a0aRCRD|CIUDAD DE BARCELONA|AVENIDA|V|190.0|||||MADRID|MADRID|28007.0|2.0|ADELFAS|3.0|RETIRO|442752.0|4472478.0|40.400944749286495|-3.674617401937341|914 340 348|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.6746275222731644|40.40094333785061
40|9052|Centro de Salud Alameda|||Cita previa:   Online. Desde dispositivos móviles. Por telefonía automatizada de reconocimiento de voz. Quiosco digital en el centro de salud. Presencialmente en el centro de salud.|Metro: Antón Martín (línea 1), Estación del Arte (línea 1).  Bus: 001, 10, 14, 27, 34, 37, 45, C03.  Cercanías Renfe: Atocha (líneas C1, C2, C3, C4, C4b, C5, C7, y C10).  Bicimad: Estaciones 67 (calle Almadén 28), 27 (calle Jesús, 1), 68 (calle Espalter, 1).  Aparcamientos: Sánchez Bustillo (37), calle Sánchez Bustillo; Cortes (46), plaza de las Cortes.||3|http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2777a7e0a61c010VgnVCM1000000b205a0aRCRD|ALAMEDA|CALLE|V|5.0|||||MADRID|MADRID|28014.0|3.0|CORTES|1.0|CENTRO|441133.0|4473725.0|40.4120687197687|-3.6938102503009236|914 203 802|||/contenido/entidadesYorganismos/CentrosAtencionMedica/CentrosSalud| |-3.69382033856664|40.41206406358583
