Referencia;Tipo_vivienda;Dirección;Barrio;Distrito;Población;Superficie construida;Superficie útil;Superficie solar;Habitaciones;Baños;Planta;Antigüedad;Conservación;Gastos de comunidad;Precio;Precio/m²;PMZona;PMm²Zona;RMP;RMH;Descripción;<img>Url_foto;Url_vivienda ;Coordenadas;Latitude;Longitude
 SA3988-ALQ.PR.ROC/9621;Piso;Arapiles;Gaztambide ;Chamberí; Madrid Capital;90;85;0;2;2;4;;;;1750;19.44;3441.98;25.93;25275;56281;"MHG BIENES RAÍCES INTERNATIONAL GROUP presenta acogedor piso exterior en alquiler totalmente amueblado, ubicado en inmejorable zona a escasa distancia de la estación de metro Argüelles (Línea 3, 4 y 6).

Disponible entrada inmediata.

La vivienda consta de amplio y cómodo salón, dos habitaciones, dos baños completos, cocina independiente equipada con electrodomésticos en excelente estado de conservación.

Excelentes calidades, suelos de parquet y amplio balcón terraza.

Comunidad con vigilancia 24 h, porteros, piscina en el ático, gimnasio, jacuzzi, terrazas con barbacoa.

Se admite mascota.

Plaza de garaje opcional (€200/mes)

Lo importante a destacar del inmueble es la excelente ubicación y comunicación y la tranquilidad de la finca.

Rodeado de todos los servicios, comercios, colegios y centros de salud de la zona. Excelente comunicación mediante diversas rutas de autobuses y metro.

¡Todo esto hace una excelente oportunidad para vivir!

Llámanos y con gusto coordinamos una visita.";https://fotos.imghs.net/apps/1005/621/1005_200576089621_1_2023120420124844532.jpg;https://www.pisos.com/alquilar/piso-gaztambide28015-40028067350_100500/;(40.4347638, -3.7083155);40.4347638;-3.7083155
 AG376-DUP0008;Dúplex;Hispanoamérica;Hispanoamérica ;Chamartín; Madrid Capital;320;;0;4;3;;;;;4700;14.69;3396.94;22.37;28233;69670;"Dúplex-ático muy luminoso con amplia terraza de casi 90 m2 en la última planta.

A la entrada nos encontramos con un bonito hall que nos lleva al amplio y luminoso salón, a través del cual accedemos a una terraza-jardín de más de 35 m2. La cocina independiente también está ubicada en esta planta, y dispone de todo tipo de electrodomésticos.

En la primera planta se encuentran las 4 habitaciones, todas ellas exteriores, amplias y con mucha luz, y la principal con baño en suite, vestidor y otro salón-despacho en la estancia contigua.

Y la última planta es una gran terraza-ático de alrededor de 90 m2 con una zona de cocina incorporada para mayor comodidad y así poder disfrutar al máximo del buen tiempo.

La urbanización consta de vigilancia 24 horas, amplias zonas ajardinadas, piscina, parque para niños, sala de squash, sauna, y un gran gimnasio.

Esta vivienda también incluye 3 amplias plazas de garaje y un trastero.

En definitiva, estamos ante una urbanización exclusiva, tranquila, en una zona inmejorable, cercana a la estación de metro Colombia, y rodeada de todos los servicios necesarios.[IW]";https://fotos.imghs.net/apps/1085/513/1085_AG376-1137513_7_2023122911175131250.jpg;https://www.pisos.com/alquilar/duplex-chamartin_hispanoamerica28016-40065824387_108500/;(40.4552736, -3.6772025);40.4552736;-3.6772025
 996542- 1423-AM;Piso;Plaza de Ángel Carbajo;Castillejos ;Tetuán; Madrid Capital;70;67;0;2;2;3; Entre 20 y 30 años; Reformado;;1650;23.57;1950.7;21.77;17026;39991;"Piso moderno amueblado con menaje de cocina, ropa de cama y toallas. Disponible el 01/ 11 /2023
Salón comedor de 24 m2 con sofá cama y cocina integrada con menaje completo.
Dos dormitorios uno con baño en suite, los dos con ducha y armarios empotrados.
Cocina con menaje
Tv led, wifi opcional.
Posibilidad de garaje.
4 ascensores. Conserje
Ubicado entre Plaza de Cuzco y Plaza de Castilla con muy buena comunicacion, autobuses 11, 147, 27, y 66, también por metro líneas 1, 10 y 9.

Diplomatic Real Estate con más de 25 años en el sector inmobiliario y una amplia cartera de viviendas de lujo, locales, oficinas y edificios ofrece asesoramiento completo a sus clientes tanto en alquiler como en compra venta de inmuebles.";https://fotos.imghs.net/apps/996542/5083945620.996542/996542_5083945620_2_20200610182938205.jpg;https://www.pisos.com/alquilar/piso-castillejos28020-5083945620_996542/;(40.4625774, -3.694302);40.4625774;-3.694302
 SA2562-CAMY321;Piso;Calle del Velero;Golf-El Carralero ;Majadahonda;Majadahonda;43;;0;1;1;1;;;;950;22.09;3328.25;14.16;21248;66390;"Si quieres vivir en una de las mejores zonas de Majadahonda, rodeado de zonas verdes pero con todos los servicios al lado (supermercados, cafeterías... ) en un coqueto apartamento de la constructora Afar4 en urbanización con vigilancia, piscinas, pistas de tenis.. . éste es tu nuevo hogar.

El salón tiene la cocina incorporada y tiene acceso a una pequeña terraza que da a las zonas comunes.

El dormitorio es amplio, tiene armario empotrado y una buena estantería. Completa la distribución un baño completo con bañera.

En el precio se incluye plaza de garaje y trastero, disponible ya, llámanos para concertar visita, te va a encantar! CAMY HOME, Compartimos ilusiones, Creamos hogares.";https://fotos.imghs.net/apps/1005/368/1005_88617368_1_2024020222021546634.jpg;https://www.pisos.com/alquilar/piso-golf_el_carralero28220-41735041605_100500/;(40.4512961, -3.5933963);40.4512961;-3.5933963
 4995394-34028ao;Casa;Parque Empresarial;Parque Empresarial ;Las Rozas de Madrid;Las Rozas de Madrid;157;157;0;3;2;0; Entre 10 y 20 años; En buen estado;;1258;8.01;2561.81;12.41;21254;65428;Las Rozas, junto vía de servicio A6, oficina de 160 m construidos panelada con 3 deschos y amplia zona de trabajo. Suelos de mármol, aire acondicionado y bomba de calor. Baños comunitarios en el edificio. En centro de negocios Tartessos, con seguridad 24 hs, servicio de conserjería, cafetería. Bus en puerta. Plazas de garaje opcionales. Disponibilidad inmediata.;https://fotos.imghs.net/apps/995394/35099001752.995394/995394_35099001752_1_20230612161654640.jpg;https://www.pisos.com/alquilar/casa-parque_empresarial-35099001752_995394/;(40.4776679, -3.688573579502047);40.4776679;-3.68857358
 TC700-568090;Piso;Berruguete;Berruguete ;Tetuán; Madrid Capital;62;;0;2;1;1;;;;1050;16.94;1950.7;21.77;17026;39991;"Agencia Inmobiliaria de Madrid zona Tetuán, Berruguete Tecnocasa Oficina Estrecho 2021 Slu
EN VENTA:Vivienda exterior muy luminosa con orientación Noroeste situada en primera planta, con dos amplios dormitorios y un tercer dormitorio abuhardillado, salón y cocina. Vivienda recién reformada a estrenar, Calefacción con bomba de frío y calor. Finca adaptada y tranquila. Bien ubicada, cercana a General Perón, Bravo Murillo e Infanta Mercedes.
Parada Metro Estrecho (Línea 1) y Santiago Bernabéu (Línea 10) a menos de 5 minutos.
Cerca tiene todos los servicios como restaurantes, farmacias, colegios y centros de salud.
La vivienda se localiza en el barrio de Tetuán, cerca de Bravo Murillo, Infanta Mercedes y General Perón.
Con muy buenas comunicaciones, parada de Autobús lineas 3, 5, 43, 49, 64, 66, 124, 126, 128 y N23, metro LINEA 1, Estrecho, a menos de 5 minutos andando.
Financiación de hasta el 100% con nuestro departamento financiero, Kíron. Asesoramiento gratuito y sin compromiso, no dude en consultarnos.
25 años en el barrio, ¡Gracias por la confianza!";https://fotos.imghs.net/apps/1002/090/1002_568090_28_2024010918015614287.jpeg;https://www.pisos.com/alquilar/piso-berruguete28039-40087144671_100200/;(40.4602706, -3.7043452);40.4602706;-3.7043452
 996542-1037-JG;Ático;Calle de Jorge Manrique;El Viso ;Chamartín; Madrid Capital;194;180;0;2;3;3; Entre 30 y 50 años; Reformado;;5800;29.9;3396.94;22.37;28233;69670;"Diplomatic Real Estate ofrece ático en alquiler en El Viso.
Salón con chimenea.
2 dormitorio con baño en suite un con bañera y otro con ducha.
1 aseo.
Cocina independiente moderna equipada con electrodomésticos.
Trastero y 1 plaza de garaje con acceso directo.
Esperamos su llamada, 91 564 77 00
Diplomatic Real Estate con más de 25 años en el sector inmobiliario y una amplia cartera de viviendas de lujo, locales, oficinas y edificios ofrece asesoramiento completo a sus clientes tanto en alquiler como en compra venta de inmuebles.";https://fotos.imghs.net/apps/996542/40855749588.996542/996542_40855749588_1_20240115143556087.jpg;https://www.pisos.com/alquilar/atico-chamartin_el_viso28002-40855749588_996542/;(40.4435441, -3.6893704);40.4435441;-3.6893704
 996542-3410-AM;Estudio;Paseo del Prado;Jerónimos ;Retiro; Madrid Capital;120;110;0;1;1;3;; En buen estado;;1700;14.17;2506.52;22.52;23925;57448;"Diplomatic Real Estate ofrece estudio en Jerónimos.
Salón comedor de 27 m2., con 3 balcones a la calle y puerta corredera que da paso al dormitorio.
1 baño.
Cocina equipada con electrodomésticos.
Calefacción central y aire acondicionado.
Esperamos su llamada en el 91 564 77 00
Diplomatic Real Estate con más de 25 años en el sector inmobiliario y una amplia cartera de viviendas de lujo, locales, oficinas y edificios ofrece asesoramiento completo a sus clientes tanto en alquiler como en compra venta de inmuebles.";https://fotos.imghs.net/apps/996542/32598221243.996542/996542_32598221243_1_20230310150852710.jpg;https://www.pisos.com/alquilar/estudio-jeronimos28014-32598221243_996542/;(40.4189983, -3.6937657);40.4189983;-3.6937657
 EP928-11845;Piso;Calle del Cid;Recoletos ;Salamanca; Madrid Capital;60;;0;1;1;;; En buen estado;;2900;48.33;3886.67;27.61;25956;60217;"BARRIO SALAMANCA/RECOLETOS
Alquiler Temporal . El piso está en una finca clásico del sigo XX de la calle del Cid, que es una vía de la ciudad de Madrid en el distrito de Salamanca, que une la calle de Recoletos con la de calle de Villanueva, en dirección sur-norte.
Ubicado en una 1ª planta de un edificio con 4 plantas, que disfruta un pequeño ascensor de cristal.
La vivienda tiene 60 m2 construidos,  distribuidos en una cocina, salón-comedor, dormitorio y cuarto de baño. Se encuentra  totalmente amueblada y equipada y se ha decorado con muebles de diseño, con máximo aprovechamiento de los espacios.  
Tenemos que destacar el amplio salón con 2 balcones a la calle por el que entra mucha luz natural.
El suelo es de madera, las ventanas de climalit y dispone de aire acondicionado en todas las estancias. La calefacción es individual de gas natural. Paredes lisas.

Debido a donde se encuentra ubicado, se puede acceder en 2 minutos andando al Parque del Retiro, la Biblioteca Nacional y la calle Serrano, donde podemos disfrutar de maravillosas tiendas de ropa de marca.
Una parte del coste de consumo responsable  de los suministros como son luz, agua, calefacción, aire acondicionado e internet de alta velocidad están incluidos en el precio. También incluye una hora de limpieza semanal,  con posibilidad de ampliar e incluir sabanas y toallas ,  así como otros servicios .

Tiene muy buenas comunicaciones, tanto por tren de cercanías, como la Estación de Atocha y gran variedad de líneas de la EMT.
El inmueble está ubicado muy cerca de importantes escuelas como el I.E., Business School, por lo que es ideal para estudiantes y ejecutivos que trabajen en la zona.
La zona es conocida por sus excelentes restaurantes y tiendas, todo concentrado en la ""Milla de Oro"" en la calle Ortega y Gasset y sus alrededores. También es un atractivo para los amantes del arte y los coleccionistas, gracias a sus galerías y casas de subastas ubicadas en la calle Villanueva. Salamanca también alberga el Museo Arqueológico Nacional de España y el Museo Lázaro Galdiano";https://fotos.imghs.net/apps/1093/450/1093_EP928-11845A_1_2024021316384331250.jpg;https://www.pisos.com/alquilar/piso-recoletos28001-40930747766_109300/;(40.4224921, -3.689776);40.4224921;-3.689776
 SA179-IM/ALQPLAZASI2024;Apartamento;Plaza de San Ildefonso;Universidad-Malasaña ;Centro; Madrid Capital;65;;0;2;1;5;; En buen estado;;1500;23.08;2787.63;26.98;19199;38360;"Buhardilla muy luminosa en malasaña

En una de las zonas con más vida de la capital, esta vivienda se alquila amueblada, cuenta con cuarto de baño recién reformado, dos dormitorios (ambos con camas de 1.40cm), salón/comedor y cocina separada, amueblada y equipada con electrodomésticos.

Otros detalles:
Ascensor
Aire acondicionado
Armarios
Calefacción individual de gas natural
Lavavajillas
Lavadora

Esta vivienda se alquila por corta estancias (6-11 meses)
Disponible a partir de marzo 2024.

Condiciones de alquiler: 1 mes en curso + 2 meses de fianza + 1 mes de honorarios de agencia.

Encuentra más en http://www.inmuebling.com";https://fotos.imghs.net/apps/1005/840/1005_3811840_1_2023122012121984155.jpg;https://www.pisos.com/alquilar/apartamento-universidad_malasana28004-40056272195_100500/;(40.4241682, -3.7019231840556284);40.4241682;-3.701923184
 996542-7597-VC;Piso;Calle de Ruiz de Alarcón;Jerónimos ;Retiro; Madrid Capital;459;445;0;5;5;3; Entre 30 y 50 años; Reformado;;12000;26.14;2506.52;22.52;23925;57448;"Diplomatic Real Estate ofrece espectacular piso todo exterior en Jerónimos con mucha luz
Techos altos, con 12 balcones a la calle, muy luminosa y tranquila en edificio representativo con fachada señorial, que data de 1915.
La distribución de la vivienda es la siguiente: amplio hall de entrada con dos balcones a patio y un aseo de cortesía. A la derecha nos encontramos con un despacho + 2 salones con 90 m2. , independizados por puertas correderas, uno de ellos con chimenea + comedor independiente de 27 m2.
La zona de noche se compone de 4 dormitorios, el principal muy amplio en suite con vestidor, chimenea, dos amplios balcones a la calle y zona de estar.
Los otros tres dormitorios se acceden por una sala de estar y disponen de 2 baños.
La zona de servicio se compone de cocina en isla de 35 m2. , + cuarto de planchado y lavadero + dormitorio de servicio con su correspondiente baño + puerta de acceso al montacargas.
Se alquila con 2 plazas de garaje cercanas al edificio.
Situado próximo plaza de la Lealtad, Museo del Prado, Museo Naval y Museo de Artes Decoratívas.
Esperamos su llamada en el 91 564 77 00.
Diplomatic Real Estate con más de 25 años en el sector inmobiliario y una amplia cartera de viviendas de lujo, locales, oficinas y edificios ofrece asesoramiento completo a sus clientes tanto en alquiler como en compra venta de inmuebles.";https://fotos.imghs.net/apps/996542/27537100387.996542/996542_27537100387_1_20220926205444783.jpg;https://www.pisos.com/alquilar/piso-jeronimos28014-27537100387_996542/;(40.5562578, -3.3239664);40.5562578;-3.3239664
 1794-1101762;Chalet adosado;El Soto de La Moraleja;El Soto de la Moraleja ;Alcobendas;La Moraleja;220;210;0;3;3;0; Entre 30 y 50 años; En buen estado;;3200;14.55;4462.56;19.35;19394;57962;"MAGNAPOL ALQUILA chalet adosado dentro de urbanización cerrada .
Se distribuye en tres plantas.
En la planta principal encontramos hall, aseo de cortesía, cocina equipada con electrodomésticos totalmente actualizada con office, amplio salón comedor con chimenea y salida directa al jardín .
En la segunda planta encontramos 3 habitaciones ,la principal en suite .
En la buhardilla , un espacio diáfano para múltiples usos .
El chalet tiene Calefacción de gas natural y aire acondicionado.
Plaza de garaje incluida en el precio
Amplia urbanización con zonas verdes, zona de juegos, pista multideportiva, dos piscinas, zona infantil.";https://fotos.imghs.net/apps/1794/7526112366.179400/1794_7526112366_3_20200904141317109.jpg;https://www.pisos.com/alquilar/chalet_adosado-el_soto_de_la_moraleja-7526112366_179400/;(40.5243786, -3.6396004088235294);40.5243786;-3.639600409
